"CSA_AA.Entire_Root_.Mexican_Pop._1." "CSA_AB.Entire_Root_.Mexican_Pop._2." "CSA_AC.Entire_Root_.Mexican_Pop._3." "CSA_AD.Entire_Petioles_.Mexican_Pop._1." "CSA_AF.Buds_.Mexican_Pop._1." "CSA_AG.Buds_.Mexican_Pop._3." "CSA_AH.Mature_Flower_.Mexican_Pop._1." "CSA_AI.Mature_Flower_.Mexican_Pop._2." "CSA_AJ.Mature_Flower_.Mexican_Pop._3." "CSA_AK.Young_Leaf_.Mexican_Pop._1." "CSA_AL.Young_Leaf_.Mexican_Pop._2." "CSA_AM.Young_Leaf_.Mexican_Pop._3." "CSA_AN.Mature_Leaf_.Mexican_Pop._2." "CSA_AO.Entire_Primary_Stem_.Mexican_Pop._3." "CSA_AP.Buds_.Mexican_Pop._2." "CSA_AQ.Mature_Leaf_.Mexican_Pop._1." "CSA_AR.Mature_Leaf_.Mexican_Pop._3."
"10139_iso_2_len_2607_ver_2" 45.45 43.96 45.36 63.47 50.79 31.75 59.64 54.15 38.77 36.38 39.26 39.59 43.88 61.4 59.76 26.68 35.78
"1013_iso_4_len_2052_ver_2" 63.52 60.99 63.96 53.95 51.16 39.72 77.02 74.95 45.7 56.65 40.77 63.54 69.37 43.47 52.29 47.58 39.81
"10140_iso_2_len_1763_ver_2" 18.69 18.3 15.92 27.3 23.18 16.59 21.58 23.42 23.85 13.44 16.73 16.81 13.45 29.22 21.12 20.12 22.34
"10141_iso_4_len_1656_ver_2" 116.79 95.07 111.88 58.69 35.78 28.59 71.21 65.25 39.6 96.99 36.1 96.71 98.76 58.37 46.61 41.72 42.19
"10142_iso_1_len_1141_ver_2" 10.53 12.47 10.76 18.53 8.56 7.79 11.72 10.78 7.61 2.43 2.57 1.3 1.09 23.11 5.74 1.25 0
"10143_iso_3_len_1034_ver_2" 10.5 11.72 9.56 20.12 61.69 43.87 48.09 38.71 40.9 20.54 46.95 30.69 19.22 16.23 39.2 23.03 56.65
"10144_iso_2_len_1820_ver_2" 36.76 34.42 35.8 45.87 39.07 22.91 39.88 43.24 34.69 22.06 26.15 28.09 26.41 53.95 27.01 34.7 32.74
"10145_iso_1_len_1750_ver_2" 3 1.78 2.74 0.74 7.82 2.47 12.82 7.88 8.98 14.52 33.3 27.95 31.69 0 7.26 8.19 11.07
"10146_iso_2_len_455_ver_2" 491.99 398.68 460.88 0 10.55 10.39 7.31 11.16 8.42 0 0 0 0 1.91 11.89 0 0
"10147_iso_5_len_2650_ver_2" 0.44 0.52 0.93 7.18 81.14 163.93 64.46 72.26 108.66 28.96 20.76 20.86 17.49 1.23 123.34 40.95 46.41
"10148_iso_2_len_794_ver_2" 1330.95 1257.92 1828.98 76.87 0 14.56 47.17 37.45 16.63 288.64 153.81 204.44 338.65 150.64 0 96.52 60.64
"10149_iso_4_len_794_ver_2" 266.39 266.48 316.92 223.53 246.62 191.78 336.76 312.86 194.41 303.92 156 268.05 230.31 155.45 208.58 137.91 171.68
"1014_iso_5_len_2760_ver_2" 19.24 30.17 32.27 10.18 29.83 24.35 49.81 67.89 33.02 13.15 14.27 13.41 38.33 5.66 38.53 32.27 10.06
"10151_iso_3_len_3937_ver_2" 6.62 6.71 7.56 6.87 5.93 4.8 7.35 6.99 5.1 6.2 6.49 8.9 8.68 6.45 6.12 6.01 7.15
"10152_iso_7_len_526_ver_2" 248.19 313.81 287.78 498.36 375.36 386.25 211.69 220.1 378.68 367.65 675.77 377.6 255.77 398.86 317.75 470.36 658.41
"10153_iso_1_len_1897_ver_2" 10.51 10.49 10.46 3.24 14.68 6.35 10.55 9.78 9.28 5.15 5.73 5.77 9.85 5.26 23.93 11.92 5.73
"10154_iso_3_len_2266_ver_2" 34.85 33.93 37.24 17.99 21.4 12.68 25.92 21.51 21.8 14.93 13.39 15.9 16.19 18.7 21.23 13.47 14.34
"10155_iso_3_len_884_ver_2" 15.3 17.39 12.67 27.8 50.05 33.9 36.14 33.27 46.68 34.07 57.19 50.66 44.96 42.66 43.1 47.99 40.16
"10156_iso_1_len_749_ver_2" 3.51 2 3.92 4.18 1.38 0 6.05 5.91 0 4.47 0 4.56 3.05 2.45 2.39 1.42 0
"10158_iso_1_len_609_ver_2" 6.95 5.1 5.01 7.04 0 0 0 0 0 0 0 2.17 3.99 0 0 1.93 0
"10159_iso_1_len_401_ver_2" 73.66 58.02 44.63 4.88 0 0 0 0 0 0 0 3.14 4.17 4.98 0 17.14 8.14
"1015_iso_1_len_1075_ver_2" 0 0 0 8.16 157.39 228.13 133.25 136.54 134.69 41.4 18.45 27.73 6.61 1.12 82 10.04 68.56
"10160_iso_1_len_3454_ver_2" 5.94 6.11 5.57 16.98 12.61 6.96 13.25 13.9 9.59 7.14 11.99 6.09 8.91 24.75 18.85 9.58 4.9
"10162_iso_5_len_2254_ver_2" 18.92 23.06 19.44 20.63 20.98 18.66 22.13 18.92 23.82 39.06 33.22 37.5 49.63 22.1 16.89 63.34 45.08
"10163_iso_1_len_504_ver_2" 94.86 95.88 64.87 81.36 11.97 15.6 6.4 10.39 14.86 21.13 35.31 20 16.03 122.26 8.57 41.33 43.81
"10164_iso_8_len_1818_ver_2" 33 30.33 26.95 42.12 40.22 24.37 30.66 29.75 27.77 14.44 24.99 18.23 15.67 43.93 20.54 29.5 21.89
"10165_iso_1_len_1725_ver_2" 44.52 47.94 48.93 52.29 32.63 26.78 42.75 41.22 35.2 36.74 36.88 45.43 46.17 51.45 48.32 26.64 25.74
"10166_iso_1_len_2229_ver_2" 45.73 45.97 36.16 120.87 19.56 11.96 23.41 15.79 18.23 20.25 59.58 43.3 43.45 85.15 16.27 30.87 23.96
"10167_iso_1_len_1498_ver_2" 4.12 5.92 4.82 11.52 12.47 12.48 15.72 12.26 16.13 26.45 27.21 36.82 32 12.83 23.77 39.93 36.44
"10168_iso_6_len_1848_ver_2" 14.12 13.78 13.96 16.14 21.33 16.1 33.46 28.59 21.63 54.94 28.89 62.92 47.31 17.57 18.25 40.24 48.82
"10169_iso_2_len_1165_ver_2" 3.35 3.4 2.41 5.05 15.71 10.81 20.42 12.54 31.36 59.84 44.45 54.7 73.66 4.2 13.07 105.67 59.62
"1016_iso_9_len_2220_ver_2" 50.52 57.23 50.79 58.76 38.56 33.37 47.19 40.05 36.91 37.89 42.19 44.66 43.96 52.27 33.46 40.96 46.76
"10170_iso_3_len_2730_ver_2" 24.83 23.72 22 26.94 8.97 5.3 12.78 9.9 9.83 12.18 14.51 15.97 19.72 23 10.37 11.08 9.3
"10172_iso_1_len_802_ver_2" 5.38 4.49 3.85 0.95 14.78 7.71 12.22 10.89 8.37 3.07 3.09 2 2.84 1.14 8.27 2.41 0
"10173_iso_6_len_2702_ver_2" 13.33 12.35 11 12.29 9.77 6.03 6.1 4.96 6.15 3.41 7.55 5.03 3.77 11.51 3.39 6 10.08
"10175_iso_2_len_1091_ver_2" 8.04 8.04 6.13 20.22 20.38 8.45 26.19 18.25 12.89 5.41 22.64 8.25 12.28 20.95 14.37 11.8 14.17
"10176_iso_5_len_2282_ver_2" 21.46 20.05 20.95 22.74 16.77 10.13 21.66 21.9 16.91 18.12 19.41 19.88 22 27.42 21.57 22.8 22.26
"10177_iso_3_len_2170_ver_2" 1.68 0.58 1.95 11 266.39 443.03 200.41 326.88 326.14 59.82 39.63 46.61 35.32 4.42 237.68 58.68 110.88
"10178_iso_1_len_333_ver_2" 94.91 115.82 77.59 494.44 225.69 159.53 54.91 52.77 290.48 101.87 274.96 149.42 98.2 811.2 361.77 291 424.91
"10179_iso_2_len_795_ver_2" 26.27 34.91 27.41 43.79 23.09 23.84 21.97 17.41 27.24 18.14 34.59 21.05 25.68 55.82 21.67 31.97 29.58
"1017_iso_5_len_2707_ver_2" 62.38 58.79 58.73 67.21 59.01 45.62 62.04 62.84 50.88 38.42 49.23 47.72 34.44 54.24 35.55 51.84 47.82
"10180_iso_1_len_956_ver_2" 2.72 2.33 2.47 4.82 0 0 1.19 0 0 0 7.2 4.16 3.32 2.7 1.85 4.01 1.62
"10181_iso_8_len_2558_ver_2" 36.75 36.74 37.62 33.75 27.06 18.96 26.52 27.66 27.23 30.95 28.75 34.58 30.5 40.9 29.52 37.13 30.39
"10182_iso_3_len_1588_ver_2" 433.74 423.91 426.13 96.67 8.19 10.02 23.68 17.11 16.26 83.64 50.2 122.7 113.41 148.38 11.47 57.62 78.54
"10183_iso_1_len_1879_ver_2" 22.36 20.61 18.29 28.71 22.36 9.9 23.6 23.63 18.62 12.23 17.35 13.1 17.1 42.48 21.91 19.1 15.61
"10184_iso_3_len_1911_ver_2" 25.95 28.97 22.91 51 20.3 20.84 21.91 21.12 25.63 24.04 36.13 31.27 29.73 38.25 19 35.34 30.18
"10186_iso_1_len_1793_ver_2" 14.64 12.66 13.37 17.4 27.05 17.41 29.97 32.63 26.21 11.2 15.5 13.63 13.66 22.15 31.31 14.78 11.95
"10187_iso_9_len_3330_ver_2" 71.95 57.49 71.81 54.2 44.5 27.83 54.01 56.21 31.81 29.83 37.91 30.12 18.68 47.69 30.57 30.28 32.73
"10188_iso_1_len_1498_ver_2" 5.83 5.87 5.54 9.3 12.4 6.77 9.41 9.69 8.18 4.48 7.29 3.73 5.15 7.59 8.34 5.37 6.05
"10189_iso_6_len_3516_ver_2" 22.73 21.1 22.15 24.23 10.6 9.01 12.65 12.73 9.36 7.35 7.63 8.65 7.53 43.44 10.49 9.32 9.5
"1018_iso_1_len_500_ver_2" 0 0 0 0 29.86 26.5 16.68 14.92 23.31 0 0 0 0 0 30.66 0 0
"10190_iso_1_len_338_ver_2" 92.94 144.38 95.55 212.26 99.67 86.33 64.87 65.82 147.66 151.74 301.85 169.42 225.93 432.4 82.76 585.47 320.77
"10191_iso_2_len_1786_ver_2" 27.55 27.39 24.5 30.84 16.39 12.92 17.7 15.55 17.08 12.01 13.4 14.78 9.72 30.21 15.89 11.93 9.07
"10192_iso_4_len_1742_ver_2" 72.56 62.83 69.75 121.97 41.78 23.35 43.83 42.3 33.75 53.82 34.43 37.96 62.2 127.47 19.59 50.91 35.04
"10193_iso_7_len_2196_ver_2" 18.71 15.54 15.19 20.11 15.38 12.97 20.01 20.38 16.3 17.68 17.33 19.03 16.21 17.25 23.44 12.41 9.28
"10194_iso_1_len_761_ver_2" 175.53 218.45 194.69 36.15 14.52 13.8 11.85 9.24 14.63 22.69 28.86 28.1 35.97 74.66 7.47 48.85 53.34
"10195_iso_4_len_1867_ver_2" 50.38 60.22 54.9 64.25 36.83 35.79 41.32 43.82 37.73 41.88 45.15 45.21 55.16 50.93 41.31 70.7 57.16
"10197_iso_1_len_2256_ver_2" 9 10.23 9.01 26.65 9.59 8.39 11.15 10.44 9.63 10 11.42 11.18 13.12 19.64 7.58 10.7 12.44
"10198_iso_1_len_2163_ver_2" 3.79 2.6 3.67 1 3.99 2.54 5.72 5.34 4.89 11.39 11.81 9.42 6.67 0.86 3.16 5.04 8.72
"10199_iso_3_len_2027_ver_2" 24.31 25.09 23.67 47.37 25.11 18.46 29.58 26.73 24.97 36.07 39.26 48.22 43.39 39.43 26.1 34.58 35.76
"1019_iso_3_len_2045_ver_2" 24.16 28.88 26.13 29.48 17.77 9.79 22.53 20.09 15.32 19.84 19.1 22.32 34.75 21.89 12.87 27.74 18.41
"101_iso_4_len_3354_ver_2" 113.9 107.49 113.8 66.71 71.91 59.6 95.49 84.58 73.61 86.31 99.99 112.78 72.65 59.35 104.95 72.72 39.56
"10200_iso_1_len_736_ver_2" 3.96 5.1 2.05 41.89 9.28 4.58 5.54 7.49 5.68 0 7.43 3.69 2.8 50.3 9.57 3.16 11.25
"10201_iso_2_len_2344_ver_2" 30.47 33.29 33.5 46.04 29.16 25.28 36.09 33.45 27.52 32.07 29.41 40.13 35.38 42.46 31.51 28.29 28.87
"10202_iso_1_len_283_ver_2" 0 0 0 0 5.95 6.2 3.83 0 6.68 0 0 0 0 0 10.79 3.72 0
"10203_iso_1_len_494_ver_2" 44.92 44.73 40.39 47.91 63.3 32.72 57.7 52.08 40.72 31.84 36.08 45.04 46.53 56.58 45.67 32.58 36.18
"10205_iso_1_len_2984_ver_2" 5.26 5.52 5.01 6.75 3.31 2.18 3.68 4.08 2.93 2.57 8.76 3.67 4.22 4.81 5.13 3.61 3.07
"10206_iso_2_len_4736_ver_2" 45.56 46.22 50.08 17.61 6.89 5.8 7.62 3.56 6.86 13.14 12.86 17.97 17.46 18.41 5.43 16.72 17.02
"10207_iso_3_len_1978_ver_2" 4.74 4.29 3.71 6.18 3.91 2.38 4.41 4.69 3.93 2.51 3.29 4.59 2.7 4.81 5.15 4.33 4.12
"10209_iso_1_len_834_ver_2" 99.09 78.71 90.15 104.23 63.54 55.8 58.65 59.07 69.83 30.3 38.83 58.27 27.3 269.77 108.54 15.73 71.35
"1020_iso_7_len_2561_ver_2" 42.7 41.98 35.95 47.81 57.77 45.1 54.62 49.09 52.11 39.87 50.86 50.04 38.72 52.13 47.29 44.17 52.2
"10210_iso_3_len_1470_ver_2" 63.37 75.5 75.78 52.47 41.58 36.01 46.1 42.98 33.34 23.92 31.21 32.26 22.43 70.97 25.85 25.12 46.95
"10211_iso_1_len_694_ver_2" 10.06 11.74 7.81 5.73 15.7 8.38 10.66 9.11 8.56 5.1 7.9 3.78 3.14 6.2 7.22 5.19 3.72
"10212_iso_2_len_1442_ver_2" 16.07 16.33 16.27 2.69 7.64 5.76 8.44 6.27 10.94 17.1 16.17 18.05 21.25 4.1 7.03 24.97 21.29
"10213_iso_1_len_1730_ver_2" 3.2 3.15 2.06 8.45 5.41 2.58 4.76 5.54 4.25 3.18 4.19 3.56 5.09 7.16 6.55 5.35 5.66
"10214_iso_4_len_1034_ver_2" 52.98 52.36 51.34 19.72 19.35 18.91 24.12 21.42 38.24 90.74 152.7 125.55 184.87 22.44 8.06 146.53 108.08
"10215_iso_1_len_1717_ver_2" 13.65 14.32 12.93 16.84 17.3 15.29 20.95 17.47 17.39 13 16.2 16.58 13.75 15.64 14.88 15.23 14.2
"10216_iso_3_len_2599_ver_2" 26.81 29.91 30.19 16.8 9.47 9.23 13.49 12.27 10.11 13.39 10.91 14.96 12.77 20.46 16.24 11.07 10.07
"10217_iso_4_len_1533_ver_2" 8.86 8.34 7.44 17.23 17.19 11.07 21.47 21.5 17.97 15.95 16.29 18.3 18.43 14 17.52 20.12 16.44
"10218_iso_1_len_5322_ver_2" 29.6 29.03 32.84 27.02 17.6 16.36 35.97 32.14 17.84 35.55 26.89 40.97 41.14 20.6 21.11 20.98 16.59
"10219_iso_1_len_790_ver_2" 2.6 2.33 2.61 4.57 6.92 4.76 5.53 4.23 7.33 10.02 26.03 17 14.3 2.71 11.15 13.7 16.79
"1021_iso_9_len_4308_ver_2" 47.86 42.84 47.06 64.26 57.2 37.29 58.58 59.63 48.94 34.27 52.65 39.56 32.29 35.37 71.52 47.92 28.83
"10220_iso_1_len_891_ver_2" 3.64 2.89 2.57 11.31 3.69 0 4.62 3.18 2.59 0 0 0 0 8.1 2.14 0 0
"10221_iso_3_len_511_ver_2" 197.87 201.78 249.77 105.5 84.01 74.17 92.68 88.43 62.27 97.06 50.21 102.14 120.41 77.55 54.28 69.23 92.37
"10222_iso_1_len_650_ver_2" 3.3 3.17 3.2 7.54 3.69 3.13 2.86 3.36 4.32 0 3.85 2.18 2.48 5.34 2.18 5.26 6.93
"10223_iso_1_len_480_ver_2" 0 0 0 17.32 152.89 35.86 104.13 73.28 109.65 39 336.05 67.1 53.28 75.77 102.96 148.69 246.25
"10224_iso_1_len_458_ver_2" 0 0 0 0 10.71 18.51 9.51 8.64 16.99 3.97 0 4.52 2.83 0 21.89 4.58 7.3
"10225_iso_1_len_2228_ver_2" 9.76 8.19 9.09 15.19 3.15 1.99 4.04 3.6 3.79 6.37 12.54 10.93 7.32 10.26 4.68 10.46 10.5
"10226_iso_1_len_654_ver_2" 109.72 125.72 106.05 149.8 115.73 74.28 83.84 77.88 96.72 94.22 144.56 110.14 121.88 150.58 74.06 119.36 150.22
"10227_iso_5_len_4636_ver_2" 45.73 41.6 43.85 17.5 5.88 5.56 10.39 7.14 7.85 23.78 16.23 25.07 22.21 15.97 6.71 22.86 17.85
"10228_iso_1_len_2355_ver_2" 64.69 52.58 47.41 21.59 11.78 10.75 11.75 12.93 10.27 8.2 11.34 11.3 9.55 24.76 7.73 15.9 11.91
"10229_iso_3_len_1283_ver_2" 3.31 4.54 3.83 8.29 2.77 1.65 2.35 1.2 3.28 3.23 10.06 5.68 6.38 7.67 2.05 5.04 3.33
"10230_iso_1_len_2027_ver_2" 64.22 56.75 65.6 55.03 18.72 17.17 30.42 30.31 18.94 33.11 31.65 36.96 31.97 62.21 21.51 24.74 29.28
"10231_iso_1_len_2557_ver_2" 7.68 6.43 6.1 8.76 1.13 0 2.06 2.38 1.58 1.2 4.89 1.6 2.55 8.35 1.06 2.16 3.34
"10232_iso_1_len_1239_ver_2" 15.86 17.51 14.54 28.92 22.03 20.39 23.06 21.28 28.15 12.29 18.5 18.55 14.05 22.21 23.51 16.2 26.47
"10233_iso_5_len_1148_ver_2" 137.34 133.86 175.98 70.2 39.87 33.37 51.79 49.92 30.65 76.17 16.6 112.79 67.73 71.01 64.68 21.51 40.99
"10234_iso_8_len_1109_ver_2" 64.98 81.29 69.14 54.28 29.1 32.67 22.85 21.41 31.76 34.45 45 46.75 37.48 80.11 28.74 65.57 85.35
"10235_iso_3_len_332_ver_2" 297.85 451.9 312.51 685.92 275.23 312.55 189.19 174.97 389.8 247.45 559.37 249.11 309.26 593.21 276.63 584.22 535.59
"10236_iso_2_len_1918_ver_2" 3.78 3.08 2.9 4.86 1.41 1.5 2.02 1.75 2.29 2.86 2.14 2.8 1.74 3.26 1.49 3.29 3.91
"10237_iso_1_len_2026_ver_2" 6.16 6.64 5.41 12.56 12.73 9.75 13.88 11.84 11.91 15.72 10.36 14.64 10.58 10.31 10.91 15.09 17.62
"10238_iso_3_len_1284_ver_2" 7.86 8.8 6.37 13.17 28.27 17.6 27.45 20.59 29.7 44.31 42.49 45.04 58.09 15.56 17.98 75.11 43.78
"10239_iso_3_len_1207_ver_2" 12.59 10.55 11.64 14.83 26 18.75 25.88 17.46 32.03 46.93 43.06 39.17 87.22 15.15 15.2 121.76 55.12
"1023_iso_4_len_1867_ver_2" 109.41 115.53 129.31 50.99 86.02 133.84 126.99 99.66 86.44 106.22 60.02 140.7 169.66 41.22 89.55 116.5 86.23
"10240_iso_2_len_1217_ver_2" 7.79 8.53 8.59 11.67 27.62 17.18 28.45 18.42 24.08 41.84 44.9 48.89 48.92 10.2 16 69.75 54.47
"10241_iso_2_len_1160_ver_2" 2.65 2.72 3.17 3.3 17.09 12.45 14.39 12.43 21.26 18.09 18.11 20.44 31.52 6.3 10.74 63.59 40.55
"10242_iso_1_len_546_ver_2" 1.72 1.78 0 2.33 2.89 0 3.01 4.22 0 0 0 3.93 2.13 0 4.53 0 2.29
"10243_iso_7_len_1868_ver_2" 42.93 40.48 37.38 39.85 54.57 38.58 61.72 55.83 47.38 33.41 36.59 38.02 40.37 39.23 51.41 46.96 38.1
"10244_iso_8_len_3161_ver_2" 13.76 10.52 9.75 14.44 7.86 5.68 8.75 7.81 8.29 14.64 13.35 10.58 14.42 11.48 11.01 20.12 12.04
"10245_iso_1_len_2436_ver_2" 49.87 42.48 42.65 34.91 13.15 19.33 24.14 17.76 23.86 34.48 30.8 36.3 44.55 44.41 18.35 53.92 29.18
"10246_iso_4_len_1121_ver_2" 57.1 70.33 73.36 21.5 20.25 51.01 25.9 21.61 24.83 7.74 10.91 9.35 7.94 16.31 14.94 7.83 8.74
"10247_iso_1_len_997_ver_2" 8.65 10.48 9.14 18.41 16.71 9.89 11.27 10.44 16.11 13.64 18.96 17.03 15.19 18.37 17.37 19.21 27.14
"10248_iso_1_len_2707_ver_2" 1.09 1.17 0.71 6.08 17.39 23.29 10.83 5.45 30.93 120.55 215.56 162.33 75.12 3.42 47.38 110.92 44.78
"1024_iso_2_len_1812_ver_2" 2.25 2.01 1.54 7.92 9.99 3.47 8.25 7.66 7.67 8.62 17.2 12.14 12.41 4.52 8.59 10.77 11.88
"10250_iso_1_len_4076_ver_2" 5.57 4.41 5.1 9.49 6.4 5.32 11.46 12.11 6.66 6.04 5.28 7.69 6.89 7.2 6.83 5.97 4.83
"10251_iso_4_len_1634_ver_2" 0 0 0 2.45 1151.23 523.9 322.49 185.86 665.28 80.13 45.79 84.01 28.46 1.1 289.75 60.48 576.55
"10252_iso_1_len_1682_ver_2" 8.51 7.67 6.99 10.68 12.76 8.98 11.43 10.77 14.12 8.58 13.38 11.58 10.4 9.32 19.93 7.69 10.75
"10254_iso_3_len_1081_ver_2" 62.58 74.82 63.52 75.52 83.9 53.2 62.6 58.95 72.52 40.52 55.49 50.02 45.58 119.27 96.93 62.11 63.28
"10255_iso_1_len_478_ver_2" 1.83 2.79 1.88 2.09 0 0 0 0 0 0 0 0 0 0 0 0 0
"10256_iso_6_len_1182_ver_2" 129.08 144.7 121.09 131.73 37.4 25.55 30.21 36.33 39.1 48.83 52.67 37.18 68.67 192.9 29.26 90.89 61.89
"10257_iso_2_len_1530_ver_2" 49.5 53.37 45.42 64.26 50.34 44.46 54.4 48.29 49.49 64.71 59.6 66.16 46.86 62.5 56.82 48.48 59.69
"10258_iso_3_len_472_ver_2" 7.89 5.35 6.75 7.28 13.07 7.93 11.55 10.72 6.33 6.15 5.41 10.51 5.98 5.17 7.53 10.98 6.33
"10259_iso_4_len_644_ver_2" 181.72 212.87 153.66 319.09 180.57 133.07 89.42 81.32 227.49 184.64 423.31 205.03 146.96 366.86 159.37 302.09 510.18
"1025_iso_4_len_1992_ver_2" 31.39 30.73 31.14 25.84 32.72 27.27 35.46 37.95 31.81 24.59 24.58 28.31 23.98 29.46 27.51 21.17 20.43
"10260_iso_6_len_2781_ver_2" 48.74 45.87 46.41 43.09 37.3 26.79 42.28 39.71 37.52 28.07 30.73 27.58 23.17 44.58 32.32 26.3 33.87
"10261_iso_2_len_590_ver_2" 12.84 14.98 10.77 20.82 17.39 13.88 10.74 11.31 16.74 7.72 15.77 6.98 6.67 24.77 18.44 13.89 19.28
"10262_iso_4_len_1062_ver_2" 40.86 52.7 37.7 108.17 105.32 87.35 69.96 55.02 109.33 133.8 220.28 164.95 195.44 96.72 108.35 315.49 296.92
"10263_iso_1_len_1780_ver_2" 17.31 20.14 18.33 24.9 7.97 4.86 9.07 7.05 7.11 3.76 8.15 6.98 5.63 13.36 6.99 4.98 8.19
"10264_iso_1_len_633_ver_2" 2.71 4.24 3.54 2.55 14.17 11.81 7.83 4.23 13.51 4.22 14.65 3.68 5.83 3.3 15.7 8.03 15.32
"10265_iso_4_len_2274_ver_2" 26.04 28.98 27.05 52.78 45.12 33.88 50.21 48.65 38.05 24.05 24.03 22.52 26.42 54.02 38 24.08 21.05
"10266_iso_1_len_1601_ver_2" 8.13 9.23 8.18 16.86 24.69 22.41 38.83 33.69 32.75 41.26 44.03 55.88 73.45 18.66 15.67 54.13 42.28
"10268_iso_1_len_2637_ver_2" 16.24 14.96 16.37 24.38 10.81 6.18 11.94 9.67 9.62 10.09 13.76 13.6 10.11 17.05 5.58 12.33 14.43
"10269_iso_5_len_1645_ver_2" 22.44 12.57 21.98 1.09 3.06 2.64 2.89 3.82 3.68 2.93 9.42 3.72 3.42 0 5.5 2.9 1.03
"1026_iso_5_len_2092_ver_2" 10.3 9.84 9.29 9.13 9.64 6.06 10.33 11.18 10.93 5.81 5.07 8.25 5.57 8.38 7.66 8.94 7.05
"10270_iso_1_len_723_ver_2" 0 0 0 0 32.95 17.36 23.73 34.77 27.67 0 0 1.95 2.22 2.86 36.16 1.75 0
"10271_iso_3_len_2001_ver_2" 12.23 12.71 11.76 31.15 15.96 11.9 16.1 12.13 11.89 9.24 13.98 11.7 14.54 23.27 15.03 15 13.13
"10272_iso_1_len_333_ver_2" 0 0 0 0 16.5 14.2 16.92 23.25 8.16 0 0 0 0 0 10.21 0 0
"10273_iso_1_len_1002_ver_2" 3.15 3.03 3.68 1.58 9.69 3.85 5.6 6.21 9.27 3.83 9.31 5.45 2.93 0 31.42 4.3 10.14
"10274_iso_3_len_1299_ver_2" 51.9 65.12 64.57 49.65 17.01 23.59 17.39 13.29 19.28 17.3 22.49 19.94 26.33 70.39 13.81 23.11 30.53
"10275_iso_1_len_1223_ver_2" 0.68 0 0 10.5 106.83 241.93 76.77 48.51 96.3 19.12 16.75 9.6 13.32 0 49.92 20.77 54.02
"10276_iso_1_len_1232_ver_2" 5.09 6.85 5.25 10.42 4.78 4.62 6.06 5.49 5 4.64 8.31 6.08 7.2 8.18 5 6.87 5.79
"10277_iso_4_len_1827_ver_2" 116.69 102.64 121.39 119.26 19.87 20.09 37.05 30.91 30.72 70.8 46.02 82.97 115.77 82.32 22.34 57.32 47.66
"10279_iso_1_len_1770_ver_2" 7.53 6.79 6.68 8.95 9.15 5.56 8.66 8.12 5.43 5.43 8.2 6.63 6.35 8.8 6.96 7.57 8.17
"1027_iso_1_len_858_ver_2" 10.85 13.83 11.14 18.93 35.69 23.73 30.96 24.51 48.29 82.54 101 93.35 91.57 26.53 30.53 115.07 113.68
"10282_iso_2_len_617_ver_2" 9.65 12.96 11.32 62.06 35.38 36.85 24.77 23.04 46.39 18.77 41.48 22.04 12.92 76.49 31.21 18.41 32.57
"10283_iso_3_len_1669_ver_2" 10.07 9.2 7.61 13.48 22.21 11.41 23.45 20.92 23.12 27.39 26.25 31.21 26.05 15.56 23.68 42.72 35.3
"10284_iso_1_len_448_ver_2" 76.76 123.16 84.81 135.98 102.75 84.83 57.91 54.23 80.59 50.02 105.96 54.67 61.98 157.52 80.24 116.64 104.63
"10285_iso_2_len_1730_ver_2" 77.38 86.99 76.55 128.82 67.83 41.95 58.75 62.51 53.46 37.92 48.37 44.65 34.54 129.15 58.94 57.08 79.67
"10286_iso_1_len_1634_ver_2" 14.44 15.63 12.18 10.62 4.5 3.86 4.03 3.46 3.26 4 5.04 5.39 3.28 16.72 4.73 5.49 7.67
"10287_iso_1_len_289_ver_2" 0 0 0 0 5.03 0 2.88 7 6.52 0 0 0 0 0 0 0 0
"10289_iso_1_len_690_ver_2" 10.23 10.13 10.87 3.34 36.41 38.24 58.56 66.16 21.29 2.57 5.42 5.7 7.32 5.02 29.6 5.22 7.97
"1028_iso_2_len_1035_ver_2" 79.8 71.3 80.16 100.81 74.15 64.26 113.38 105.68 73.75 105.96 52.59 136.54 107.34 97.14 120.42 52.03 51.69
"10290_iso_1_len_1373_ver_2" 22.57 18.53 18.07 10.21 37.52 12.78 27.05 26.24 21.44 2.89 4.07 3.58 3.18 15.18 68.68 2.21 2.47
"10291_iso_2_len_389_ver_2" 1.95 2.43 5.98 17.27 165.77 804.85 38.5 66.04 497.18 282.91 342.92 107.57 92.96 3.26 563.02 103.26 74.19
"10292_iso_1_len_1276_ver_2" 31.2 37.33 32.06 42.28 48.79 30.04 43.45 43.64 37.3 29.96 49.06 33.21 36.31 39.73 46.61 51.17 36.94
"10293_iso_3_len_1897_ver_2" 46.95 45.23 43.84 35.14 23.15 13.26 23.02 22.84 24.39 68.14 60.71 79.28 74.96 50.82 20.91 95.14 95.29
"10294_iso_1_len_1371_ver_2" 3.45 3.12 3.4 4.97 5.98 3.85 4.72 3.3 5.64 5.92 17.73 11.26 10.7 3.34 11.24 8.58 10.61
"10295_iso_1_len_574_ver_2" 3.14 4.1 5.34 6.76 16.08 11.44 14.26 12.53 20.12 40.22 36.45 52.04 43.88 6.5 13.57 49.51 48.8
"10296_iso_1_len_1798_ver_2" 23.31 24.36 24.94 33.8 7.61 6.13 8.89 5.49 8.55 30.64 21.1 44.75 29.53 32.53 9.48 47.3 48.69
